code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,sum_click,final_result
FFF,2014J,679788,M,South Region,HE Qualification,30-40%,0-35,N,0,120,1842,Pass
FFF,2014J,679790,F,London Region,HE Qualification,70-80%,0-35,N,0,120,2483,Pass
FFF,2014J,679938,M,Wales,Lower Than A Level,0-10%,35-55,N,0,120,36,Withdrawn
FFF,2014J,679939,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,120,1869,Pass
FFF,2014J,680014,M,South West Region,A Level or Equivalent,50-60%,0-35,N,0,60,2637,Distinction
FFF,2014J,680018,M,Scotland,A Level or Equivalent,30-40%,0-35,N,0,120,946,Withdrawn
FFF,2014J,680027,M,London Region,A Level or Equivalent,30-40%,35-55,Y,0,120,6609,Distinction
FFF,2014J,680080,M,North Region,A Level or Equivalent,10-20,0-35,N,0,90,5096,Pass
FFF,2014J,680145,M,North Western Region,Lower Than A Level,30-40%,0-35,Y,0,90,2074,Pass
FFF,2014J,680212,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,90,864,Fail
FFF,2014J,680222,F,South East Region,Lower Than A Level,10-20,0-35,N,0,180,139,Withdrawn
FFF,2014J,680231,M,South West Region,Lower Than A Level,30-40%,0-35,N,0,90,462,Withdrawn
FFF,2014J,680255,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,0,90,100,Fail
FFF,2014J,680266,F,Yorkshire Region,HE Qualification,10-20,35-55,N,0,60,4993,Distinction
FFF,2014J,680270,M,Ireland,Lower Than A Level,60-70%,0-35,N,0,60,2578,Fail
FFF,2014J,680273,M,London Region,Lower Than A Level,40-50%,35-55,N,0,60,2132,Withdrawn
FFF,2014J,680312,M,South West Region,A Level or Equivalent,10-20,0-35,N,0,120,12,Withdrawn
FFF,2014J,680322,M,Wales,A Level or Equivalent,80-90%,0-35,Y,0,150,3716,Pass
FFF,2014J,680343,M,South Region,A Level or Equivalent,70-80%,35-55,N,0,60,5034,Distinction
FFF,2014J,680348,M,Scotland,HE Qualification,80-90%,0-35,N,0,120,3675,Pass
FFF,2014J,680349,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,0,60,38,Withdrawn
FFF,2014J,680410,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,150,290,Withdrawn
FFF,2014J,680443,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,0,180,4827,Distinction
FFF,2014J,680464,M,Ireland,A Level or Equivalent,80-90%,0-35,N,0,120,3250,Distinction
FFF,2014J,680506,F,East Anglian Region,HE Qualification,80-90%,0-35,N,0,60,3739,Distinction
FFF,2014J,680517,M,North Western Region,Lower Than A Level,40-50%,0-35,N,0,120,157,Withdrawn
FFF,2014J,680572,M,South East Region,Lower Than A Level,20-30%,0-35,N,0,150,6389,Pass
FFF,2014J,680708,F,Scotland,Lower Than A Level,30-40%,0-35,N,0,120,2378,Pass
FFF,2014J,680713,M,Scotland,A Level or Equivalent,30-40%,35-55,N,0,60,4465,Pass
FFF,2014J,680714,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,0,90,123,Withdrawn
FFF,2014J,680747,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N,0,60,2467,Pass
FFF,2014J,680775,M,Wales,Lower Than A Level,90-100%,0-35,N,0,120,1852,Pass
FFF,2014J,680810,F,North Western Region,A Level or Equivalent,20-30%,0-35,N,0,120,10471,Distinction
FFF,2014J,680855,M,Wales,Lower Than A Level,20-30%,35-55,N,0,60,145,Fail
FFF,2014J,680872,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,0,60,1383,Pass
FFF,2014J,680912,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,0,120,2622,Pass
FFF,2014J,680938,F,London Region,A Level or Equivalent,80-90%,0-35,N,0,180,207,Withdrawn
FFF,2014J,680955,M,South West Region,A Level or Equivalent,30-40%,0-35,N,0,60,5218,Pass
FFF,2014J,680974,M,East Anglian Region,HE Qualification,80-90%,0-35,N,0,60,1377,Distinction
FFF,2014J,681004,M,London Region,No Formal quals,20-30%,35-55,N,0,60,3931,Distinction
FFF,2014J,681073,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,N,0,90,608,Withdrawn
FFF,2014J,681152,F,South Region,Lower Than A Level,20-30%,0-35,N,0,120,1716,Withdrawn
FFF,2014J,681235,F,West Midlands Region,Lower Than A Level,10-20,0-35,N,0,120,2234,Pass
FFF,2014J,681277,M,London Region,Lower Than A Level,20-30%,0-35,N,0,120,228,Withdrawn
FFF,2014J,681298,M,Wales,A Level or Equivalent,20-30%,0-35,N,0,90,519,Fail
FFF,2014J,681328,M,North Western Region,A Level or Equivalent,70-80%,0-35,N,0,60,3976,Distinction
FFF,2014J,681335,M,North Western Region,Lower Than A Level,0-10%,35-55,N,0,120,1000,Withdrawn
FFF,2014J,681341,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,60,1790,Fail
FFF,2014J,681352,F,South West Region,A Level or Equivalent,0-10%,0-35,Y,0,120,3039,Pass
FFF,2014J,681354,M,South Region,A Level or Equivalent,70-80%,0-35,N,0,60,1157,Pass
FFF,2014J,681393,M,South Region,Lower Than A Level,70-80%,0-35,N,0,60,41,Withdrawn
FFF,2014J,681397,M,West Midlands Region,Lower Than A Level,50-60%,0-35,N,0,120,531,Withdrawn
FFF,2014J,681452,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,90,1994,Pass
FFF,2014J,681490,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,0,120,6003,Distinction
FFF,2014J,681608,M,North Region,A Level or Equivalent,,0-35,N,0,60,1896,Pass
FFF,2014J,681633,F,Scotland,A Level or Equivalent,90-100%,0-35,N,0,60,4756,Pass
FFF,2014J,681652,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,0,90,2830,Pass
FFF,2014J,681655,M,South Region,A Level or Equivalent,70-80%,0-35,N,0,90,4155,Pass
FFF,2014J,681658,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,N,0,60,2163,Pass
FFF,2014J,681691,M,North Western Region,A Level or Equivalent,60-70%,0-35,N,0,60,62,Withdrawn
FFF,2014J,681735,M,Scotland,Lower Than A Level,60-70%,0-35,N,0,120,343,Withdrawn
FFF,2014J,681755,M,North Region,HE Qualification,,0-35,N,0,120,3043,Pass
FFF,2014J,681763,M,North Western Region,Lower Than A Level,10-20,0-35,N,0,60,6816,Pass
FFF,2014J,681938,M,South West Region,A Level or Equivalent,90-100%,0-35,N,0,120,2942,Distinction
FFF,2014J,681973,M,South East Region,A Level or Equivalent,90-100%,0-35,N,0,60,2080,Pass
FFF,2014J,682015,M,North Western Region,Lower Than A Level,30-40%,0-35,Y,0,60,330,Withdrawn
FFF,2014J,682019,M,South Region,Lower Than A Level,80-90%,0-35,N,0,60,777,Withdrawn
FFF,2014J,682025,F,South East Region,Lower Than A Level,20-30%,0-35,Y,0,240,295,Withdrawn
FFF,2014J,682070,M,Ireland,HE Qualification,30-40%,35-55,N,0,90,4366,Pass
FFF,2014J,682098,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,60,45,Withdrawn
FFF,2014J,682276,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,60,1346,Withdrawn
FFF,2014J,682298,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,Y,0,120,3404,Pass
FFF,2014J,682358,M,South Region,A Level or Equivalent,40-50%,35-55,Y,0,180,847,Withdrawn
FFF,2014J,682390,M,Scotland,HE Qualification,20-30%,0-35,Y,0,60,1889,Pass
FFF,2014J,682391,M,Scotland,HE Qualification,80-90%,0-35,N,0,60,974,Fail
FFF,2014J,682436,M,North Region,Lower Than A Level,70-80%,0-35,N,0,90,4511,Pass
FFF,2014J,682437,M,South Region,Lower Than A Level,40-50%,0-35,N,0,60,5538,Pass
FFF,2014J,682482,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,0,120,276,Withdrawn
FFF,2014J,682504,M,Wales,A Level or Equivalent,90-100%,0-35,N,0,90,970,Withdrawn
FFF,2014J,682505,M,North Region,Lower Than A Level,,0-35,N,0,60,1,Withdrawn
FFF,2014J,682511,M,South West Region,A Level or Equivalent,80-90%,0-35,N,0,120,2839,Pass
FFF,2014J,682539,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,120,5100,Distinction
FFF,2014J,682546,M,South East Region,Lower Than A Level,40-50%,0-35,N,0,120,250,Withdrawn
FFF,2014J,682565,M,East Midlands Region,Lower Than A Level,80-90%,0-35,N,0,240,285,Withdrawn
FFF,2014J,682569,M,South Region,A Level or Equivalent,20-30%,35-55,N,0,120,5496,Pass
FFF,2014J,682578,M,Ireland,Lower Than A Level,50-60%,0-35,N,0,120,781,Fail
FFF,2014J,682588,M,South East Region,Lower Than A Level,90-100%,35-55,N,0,60,3288,Fail
FFF,2014J,682613,M,Wales,HE Qualification,40-50%,0-35,N,0,60,2908,Pass
FFF,2014J,682632,F,London Region,A Level or Equivalent,0-10%,0-35,N,0,60,6675,Pass
FFF,2014J,682671,F,North Western Region,Lower Than A Level,10-20,0-35,Y,0,120,506,Withdrawn
FFF,2014J,682695,F,East Anglian Region,Lower Than A Level,80-90%,0-35,Y,0,150,3176,Pass
FFF,2014J,682719,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N,0,60,131,Withdrawn
FFF,2014J,682753,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,60,3537,Pass
FFF,2014J,682839,M,London Region,Lower Than A Level,80-90%,35-55,N,0,120,5842,Pass
FFF,2014J,682863,F,East Anglian Region,Lower Than A Level,10-20,35-55,N,0,60,782,Withdrawn
FFF,2014J,682894,M,South Region,Lower Than A Level,30-40%,0-35,N,0,60,2825,Withdrawn
FFF,2014J,682946,M,East Anglian Region,Lower Than A Level,40-50%,35-55,N,0,120,208,Withdrawn
FFF,2014J,682963,M,South Region,HE Qualification,60-70%,35-55,N,0,120,4086,Pass
FFF,2014J,682981,M,London Region,A Level or Equivalent,10-20,0-35,Y,0,120,4446,Distinction
FFF,2014J,682982,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,120,306,Withdrawn
FFF,2014J,682983,M,South West Region,A Level or Equivalent,50-60%,0-35,N,0,60,3304,Pass
FFF,2014J,682985,M,Scotland,HE Qualification,90-100%,0-35,N,0,60,1121,Fail
FFF,2014J,682990,M,South East Region,A Level or Equivalent,40-50%,0-35,N,0,60,6508,Distinction
FFF,2014J,683033,F,South Region,Lower Than A Level,70-80%,0-35,N,0,120,5605,Pass
FFF,2014J,683094,M,Ireland,Lower Than A Level,20-30%,0-35,N,0,60,1981,Fail
FFF,2014J,683177,F,South Region,A Level or Equivalent,80-90%,0-35,N,0,120,893,Withdrawn
FFF,2014J,683178,M,North Western Region,A Level or Equivalent,0-10%,35-55,N,0,60,4124,Pass
FFF,2014J,683243,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,90,1378,Fail
FFF,2014J,683273,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,Y,0,120,41,Fail
FFF,2014J,683305,F,Wales,HE Qualification,80-90%,0-35,N,0,120,1956,Pass
FFF,2014J,683323,M,Wales,Lower Than A Level,20-30%,0-35,Y,0,120,1098,Fail
FFF,2014J,683346,M,North Region,Lower Than A Level,,35-55,N,0,60,4056,Distinction
FFF,2014J,683347,M,North Western Region,A Level or Equivalent,60-70%,0-35,N,0,120,109,Withdrawn
FFF,2014J,683352,M,Yorkshire Region,Lower Than A Level,10-20,35-55,N,0,60,2801,Pass
FFF,2014J,683353,M,Wales,Lower Than A Level,0-10%,0-35,N,0,90,6226,Pass
FFF,2014J,683360,M,South East Region,A Level or Equivalent,20-30%,0-35,N,0,120,73,Withdrawn
FFF,2014J,683375,M,North Western Region,Lower Than A Level,70-80%,0-35,N,0,120,3357,Pass
FFF,2014J,683403,M,Wales,A Level or Equivalent,20-30%,0-35,N,0,60,4603,Distinction
FFF,2014J,683427,M,North Western Region,Lower Than A Level,0-10%,0-35,N,0,60,1,Withdrawn
FFF,2014J,683446,M,South Region,Lower Than A Level,70-80%,0-35,N,0,60,492,Fail
FFF,2014J,683467,M,East Anglian Region,Lower Than A Level,20-30%,0-35,Y,0,120,2332,Pass
FFF,2014J,683508,M,West Midlands Region,A Level or Equivalent,10-20,0-35,N,0,60,344,Fail
FFF,2014J,683530,M,North Region,Lower Than A Level,,35-55,N,0,60,8390,Distinction
FFF,2014J,683550,M,East Anglian Region,Lower Than A Level,60-70%,0-35,N,0,60,1277,Pass
FFF,2014J,683555,M,East Anglian Region,Lower Than A Level,60-70%,0-35,N,0,60,375,Withdrawn
FFF,2014J,683576,M,Scotland,A Level or Equivalent,80-90%,35-55,N,0,60,438,Withdrawn
FFF,2014J,683604,M,South Region,HE Qualification,70-80%,35-55,N,0,90,7295,Pass
FFF,2014J,683624,M,Wales,Lower Than A Level,30-40%,0-35,N,0,120,8730,Distinction
FFF,2014J,683628,M,London Region,A Level or Equivalent,30-40%,0-35,N,0,60,13,Withdrawn
FFF,2014J,683699,F,South East Region,A Level or Equivalent,30-40%,0-35,Y,0,60,571,Withdrawn
FFF,2014J,683745,M,Scotland,A Level or Equivalent,80-90%,0-35,N,0,60,1418,Fail
FFF,2014J,683764,M,Scotland,A Level or Equivalent,70-80%,0-35,N,0,60,652,Fail
FFF,2014J,683772,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,0,60,1034,Withdrawn
FFF,2014J,683820,M,Scotland,Lower Than A Level,30-40%,0-35,N,0,90,4543,Pass
FFF,2014J,683832,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,90,582,Withdrawn
FFF,2014J,683902,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,1203,Pass
FFF,2014J,683934,M,East Midlands Region,Lower Than A Level,80-90%,0-35,N,0,60,3606,Pass
FFF,2014J,684013,M,Wales,Lower Than A Level,80-90%,35-55,N,0,60,5310,Distinction
FFF,2014J,684040,M,North Region,A Level or Equivalent,90-100%,0-35,N,0,120,929,Withdrawn
FFF,2014J,684075,F,Wales,A Level or Equivalent,60-70%,0-35,N,0,60,45,Fail
FFF,2014J,684183,M,North Region,A Level or Equivalent,,35-55,N,0,60,4011,Pass
FFF,2014J,684311,M,South Region,A Level or Equivalent,20-30%,0-35,N,0,90,2841,Pass
FFF,2014J,684383,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,60,3622,Pass
FFF,2014J,684386,M,North Western Region,Lower Than A Level,40-50%,0-35,N,0,90,3684,Pass
FFF,2014J,684526,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N,0,120,1826,Withdrawn
FFF,2014J,684572,M,South West Region,Lower Than A Level,30-40%,0-35,N,0,120,642,Withdrawn
FFF,2014J,684579,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,0,150,188,Withdrawn
FFF,2014J,684592,M,South West Region,A Level or Equivalent,50-60%,0-35,N,0,120,2700,Pass
FFF,2014J,684594,M,East Anglian Region,Lower Than A Level,50-60%,35-55,N,0,90,357,Withdrawn
FFF,2014J,684671,M,South East Region,A Level or Equivalent,90-100%,0-35,N,0,60,2897,Pass
FFF,2014J,684675,M,South West Region,Lower Than A Level,30-40%,0-35,N,0,120,1645,Pass
FFF,2014J,684676,M,North Western Region,Lower Than A Level,20-30%,0-35,N,0,60,1003,Fail
FFF,2014J,684726,F,London Region,Lower Than A Level,20-30%,0-35,N,0,60,110,Withdrawn
FFF,2014J,684882,M,Wales,A Level or Equivalent,80-90%,0-35,N,0,120,7383,Pass
FFF,2014J,684981,M,North Western Region,Lower Than A Level,0-10%,0-35,N,0,60,4840,Withdrawn
FFF,2014J,685004,M,South East Region,Lower Than A Level,10-20,0-35,N,0,90,848,Fail
FFF,2014J,685042,M,South Region,HE Qualification,10-20,0-35,N,0,150,1337,Withdrawn
FFF,2014J,685100,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,0,60,800,Withdrawn
FFF,2014J,685105,M,South West Region,Lower Than A Level,40-50%,0-35,N,0,180,1214,Fail
FFF,2014J,685128,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,120,2494,Pass
FFF,2014J,685140,M,East Anglian Region,HE Qualification,80-90%,0-35,N,0,120,1482,Pass
FFF,2014J,685155,M,North Western Region,Lower Than A Level,0-10%,0-35,N,0,60,4845,Pass
FFF,2014J,685192,M,London Region,Lower Than A Level,20-30%,0-35,N,0,180,591,Withdrawn
FFF,2014J,685212,M,West Midlands Region,HE Qualification,30-40%,35-55,N,0,120,5311,Distinction
FFF,2014J,685276,F,London Region,Lower Than A Level,60-70%,0-35,N,0,90,5720,Distinction
FFF,2014J,685283,M,Scotland,Lower Than A Level,70-80%,0-35,N,0,60,539,Fail
FFF,2014J,685330,M,Ireland,Lower Than A Level,,35-55,N,0,60,5891,Withdrawn
FFF,2014J,685339,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,90,3082,Pass
FFF,2014J,685367,M,Ireland,Lower Than A Level,60-70%,0-35,Y,0,60,772,Fail
FFF,2014J,685373,M,Yorkshire Region,No Formal quals,0-10%,0-35,N,0,60,3592,Distinction
FFF,2014J,685378,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,N,0,120,943,Pass
FFF,2014J,685410,M,North Region,Lower Than A Level,0-10%,0-35,N,0,120,4470,Pass
FFF,2014J,685512,M,South East Region,A Level or Equivalent,60-70%,0-35,N,0,120,32,Withdrawn
FFF,2014J,685619,M,Scotland,HE Qualification,0-10%,0-35,Y,0,105,1440,Pass
FFF,2014J,685657,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,503,Withdrawn
FFF,2014J,685663,F,South East Region,A Level or Equivalent,0-10%,0-35,N,0,90,9,Withdrawn
FFF,2014J,685705,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,0,120,2866,Pass
FFF,2014J,685708,F,London Region,A Level or Equivalent,0-10%,0-35,N,0,120,1852,Pass
FFF,2014J,685772,M,South Region,Lower Than A Level,90-100%,0-35,N,0,60,4695,Pass
FFF,2014J,685802,M,South West Region,Lower Than A Level,10-20,0-35,N,0,120,59,Withdrawn
FFF,2014J,685831,M,Ireland,A Level or Equivalent,70-80%,0-35,N,0,90,2500,Pass
FFF,2014J,685860,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,210,1357,Withdrawn
FFF,2014J,685928,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,0,120,68,Fail
FFF,2014J,685952,M,London Region,A Level or Equivalent,70-80%,0-35,N,0,120,50,Fail
FFF,2014J,685998,M,South East Region,Lower Than A Level,90-100%,0-35,N,0,60,533,Withdrawn
FFF,2014J,686065,M,Scotland,A Level or Equivalent,50-60%,0-35,N,0,60,4642,Distinction
FFF,2014J,686100,M,East Midlands Region,Lower Than A Level,30-40%,0-35,N,0,90,104,Withdrawn
FFF,2014J,686164,M,Scotland,Lower Than A Level,0-10%,0-35,N,0,60,99,Fail
FFF,2014J,686314,M,South West Region,A Level or Equivalent,30-40%,0-35,N,0,120,1838,Pass
FFF,2014J,686317,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,120,2808,Pass
FFF,2014J,686344,M,East Midlands Region,Lower Than A Level,80-90%,0-35,N,0,60,4812,Pass
FFF,2014J,686348,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,Y,0,120,6461,Pass
FFF,2014J,686358,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N,0,120,200,Withdrawn
FFF,2014J,686390,M,South East Region,HE Qualification,90-100%,0-35,N,0,120,96,Withdrawn
FFF,2014J,686448,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,60,174,Withdrawn
FFF,2014J,686498,M,North Region,HE Qualification,10-20,0-35,N,0,60,5740,Pass
FFF,2014J,686522,M,West Midlands Region,HE Qualification,0-10%,35-55,N,0,90,3520,Pass
FFF,2014J,686558,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,0,120,1289,Pass
FFF,2014J,686700,M,North Western Region,A Level or Equivalent,10-20,0-35,N,0,120,1178,Pass
FFF,2014J,686705,F,South East Region,A Level or Equivalent,30-40%,0-35,N,0,120,1925,Pass
FFF,2014J,686760,M,Yorkshire Region,HE Qualification,90-100%,0-35,N,0,120,2,Withdrawn
FFF,2014J,686786,M,East Anglian Region,Lower Than A Level,30-40%,0-35,Y,0,60,1064,Fail
FFF,2014J,686852,F,South East Region,Lower Than A Level,0-10%,0-35,N,0,180,1,Withdrawn
FFF,2014J,686869,M,South Region,Lower Than A Level,50-60%,0-35,N,0,150,15,Withdrawn
FFF,2014J,686946,M,London Region,A Level or Equivalent,50-60%,0-35,N,0,120,2202,Fail
FFF,2014J,687007,M,South Region,Lower Than A Level,20-30%,35-55,N,0,60,379,Fail
FFF,2014J,687033,M,Wales,A Level or Equivalent,80-90%,0-35,N,0,120,275,Fail
FFF,2014J,687073,M,South West Region,A Level or Equivalent,20-30%,35-55,N,0,120,1160,Withdrawn
FFF,2014J,687112,M,North Western Region,Lower Than A Level,20-30%,0-35,N,0,120,2779,Pass
FFF,2014J,687115,M,South West Region,A Level or Equivalent,40-50%,0-35,N,0,120,1244,Pass
FFF,2014J,687288,M,South Region,A Level or Equivalent,70-80%,0-35,N,0,90,882,Withdrawn
FFF,2014J,687304,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,0,120,368,Fail
FFF,2014J,687331,M,Wales,Lower Than A Level,10-20,0-35,Y,0,60,891,Fail
FFF,2014J,687341,M,South West Region,A Level or Equivalent,40-50%,0-35,N,0,60,711,Withdrawn
FFF,2014J,687345,M,South Region,A Level or Equivalent,60-70%,0-35,N,0,90,562,Fail
FFF,2014J,687351,M,Scotland,HE Qualification,30-40%,0-35,N,0,60,3315,Pass
FFF,2014J,687410,M,North Region,Lower Than A Level,20-30%,0-35,N,0,120,2406,Pass
FFF,2014J,687434,M,Yorkshire Region,Lower Than A Level,80-90%,35-55,N,0,90,9247,Distinction
FFF,2014J,687468,F,South West Region,HE Qualification,40-50%,0-35,N,0,60,3937,Distinction
FFF,2014J,687485,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,180,2758,Pass
FFF,2014J,687503,F,South West Region,Lower Than A Level,30-40%,35-55,N,0,120,6249,Pass
FFF,2014J,687510,M,South Region,Lower Than A Level,40-50%,0-35,N,0,240,580,Withdrawn
FFF,2014J,687511,M,London Region,Lower Than A Level,0-10%,35-55,N,0,120,837,Withdrawn
FFF,2014J,687525,M,Ireland,A Level or Equivalent,50-60%,0-35,N,0,60,443,Fail
FFF,2014J,687686,M,South Region,A Level or Equivalent,60-70%,0-35,N,0,120,1851,Fail
FFF,2014J,687747,M,London Region,A Level or Equivalent,50-60%,0-35,N,0,60,93,Withdrawn
FFF,2014J,687752,M,South Region,A Level or Equivalent,50-60%,0-35,N,0,120,689,Withdrawn
FFF,2014J,687828,M,Ireland,Lower Than A Level,50-60%,35-55,N,0,60,85,Fail
FFF,2014J,687846,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,0,60,1649,Pass
FFF,2014J,687910,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,0,60,4368,Pass
FFF,2014J,687930,F,East Anglian Region,Lower Than A Level,90-100%,35-55,N,0,60,6014,Pass
FFF,2014J,687931,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,120,3023,Pass
FFF,2014J,687988,M,Ireland,Lower Than A Level,90-100%,0-35,N,0,60,4275,Pass
FFF,2014J,688008,F,London Region,HE Qualification,0-10%,0-35,N,0,120,3729,Pass
FFF,2014J,688071,M,Scotland,A Level or Equivalent,40-50%,0-35,N,0,120,95,Fail
FFF,2014J,688097,M,South East Region,A Level or Equivalent,30-40%,0-35,N,0,120,142,Withdrawn
FFF,2014J,688127,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,60,3080,Distinction
FFF,2014J,688136,M,East Anglian Region,Lower Than A Level,10-20,35-55,N,0,150,7486,Fail
FFF,2014J,688159,M,South West Region,A Level or Equivalent,90-100%,0-35,N,0,120,1036,Withdrawn
FFF,2014J,688187,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,N,0,60,18,Withdrawn
FFF,2014J,688192,F,Wales,A Level or Equivalent,30-40%,0-35,N,0,90,3369,Fail
FFF,2014J,688203,M,London Region,Lower Than A Level,20-30%,0-35,N,0,60,194,Withdrawn
FFF,2014J,688225,M,Scotland,Lower Than A Level,40-50%,0-35,N,0,60,1827,Fail
FFF,2014J,688250,M,Wales,A Level or Equivalent,30-40%,0-35,N,0,60,144,Fail
FFF,2014J,688251,M,Scotland,HE Qualification,80-90%,35-55,N,0,120,1,Withdrawn
FFF,2014J,688265,M,East Anglian Region,Lower Than A Level,30-40%,0-35,N,0,60,823,Fail
FFF,2014J,688326,M,Wales,HE Qualification,20-30%,0-35,N,0,90,14,Withdrawn
FFF,2014J,688337,M,South West Region,A Level or Equivalent,70-80%,0-35,N,0,120,2098,Pass
FFF,2014J,688442,F,West Midlands Region,HE Qualification,20-30%,35-55,N,0,60,356,Withdrawn
FFF,2014J,688453,M,Wales,Lower Than A Level,20-30%,0-35,N,0,120,281,Fail
FFF,2014J,688470,M,East Midlands Region,Lower Than A Level,50-60%,0-35,N,0,60,1209,Fail
FFF,2014J,688475,M,South West Region,A Level or Equivalent,30-40%,0-35,N,0,60,30,Withdrawn
FFF,2014J,688543,F,North Western Region,HE Qualification,10-20,0-35,N,0,120,3464,Pass
FFF,2014J,688664,M,South East Region,A Level or Equivalent,60-70%,0-35,Y,0,60,440,Withdrawn
FFF,2014J,688667,M,North Western Region,HE Qualification,20-30%,0-35,N,0,120,7759,Pass
FFF,2014J,688685,M,Scotland,A Level or Equivalent,40-50%,0-35,N,0,120,3595,Pass
FFF,2014J,688727,M,East Midlands Region,Lower Than A Level,20-30%,35-55,N,0,120,6398,Distinction
FFF,2014J,688752,F,East Midlands Region,Lower Than A Level,10-20,0-35,N,0,120,29,Withdrawn
FFF,2014J,688881,F,Wales,Lower Than A Level,40-50%,35-55,N,0,240,689,Withdrawn
FFF,2014J,688891,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,0,180,1849,Fail
FFF,2014J,688895,M,Ireland,Lower Than A Level,,0-35,N,0,60,6433,Distinction
FFF,2014J,688904,M,West Midlands Region,Lower Than A Level,,0-35,N,0,60,2422,Withdrawn
FFF,2014J,688937,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,Y,0,120,1,Withdrawn
FFF,2014J,688964,M,West Midlands Region,Lower Than A Level,70-80%,0-35,N,0,120,8,Withdrawn
FFF,2014J,688976,M,North Western Region,A Level or Equivalent,60-70%,0-35,N,0,120,783,Fail
FFF,2014J,689005,M,South West Region,A Level or Equivalent,40-50%,0-35,N,0,60,1511,Pass
FFF,2014J,689042,M,West Midlands Region,Lower Than A Level,40-50%,35-55,N,0,90,240,Withdrawn
FFF,2014J,689051,M,North Western Region,Lower Than A Level,30-40%,35-55,N,0,120,3,Withdrawn
FFF,2014J,689052,M,North Western Region,HE Qualification,0-10%,0-35,N,0,60,491,Fail
FFF,2014J,689056,M,North Region,A Level or Equivalent,,35-55,N,0,60,1472,Pass
FFF,2014J,689225,M,Scotland,A Level or Equivalent,70-80%,0-35,N,0,60,601,Withdrawn
FFF,2014J,689260,M,North Western Region,A Level or Equivalent,10-20,35-55,Y,0,120,2140,Pass
FFF,2014J,689280,M,North Western Region,A Level or Equivalent,70-80%,35-55,N,0,60,5725,Distinction
FFF,2014J,689290,F,South Region,Lower Than A Level,10-20,35-55,N,0,120,99,Withdrawn
FFF,2014J,689347,M,South Region,A Level or Equivalent,20-30%,0-35,N,0,60,2601,Pass
